"","mz","VIP"
"391.16668","391.16668",0.118438180760821
"592.86823","592.86823",0.118013228838964
"262.09461","262.09461",0.11746126429209
"487.32091","487.32091",0.117388910121143
"689.42555","689.42555",0.11734439765895
"501.29451","501.29451",0.117283851418058
"284.07260","284.07260",0.116993021371378
"458.28743","458.28743",0.11692311156445
"290.08485","290.08485",0.116440147227859
"482.28603","482.28603",0.116209606230153
"93.03657","93.03657",0.116070029099131
"102.95803","102.95803",0.115823423064015
"302.10738","302.10738",0.115759691616118
"828.57382","828.57382",0.1154290770324
"197.08399","197.08399",0.114559554205516
"643.47932","643.47932",0.114335995740255
"293.14029","293.14029",0.114289419716087
"307.26606","307.26606",0.114253085801121
"360.99218","360.99218",0.113911466666513
"114.05695","114.05695",0.113821730155069
"974.60019","974.60019",0.113658575721003
"181.96855","181.96855",0.112806234953149
"223.97658","223.97658",0.111977818432334
"184.00390","184.00390",0.111841468251741
"154.97805","154.97805",0.111802330864335
"205.05342","205.05342",0.110987365041387
"224.96033","224.96033",0.110956484204712
"524.28495","524.28495",0.110663140773597
"274.03582","274.03582",0.110621862423676
"224.07388","224.07388",0.110178922757444
"884.55033","884.55033",0.109889956762041
"565.05211","565.05211",0.109746722745451
"373.19308","373.19308",0.10970075156935
"208.07453","208.07453",0.109512963968675
"357.18863","357.18863",0.109272016265239
"300.04614","300.04614",0.10918745238126
"263.13329","263.13329",0.108780747833615
"641.49380","641.49380",0.108508296214515
"266.81757","266.81757",0.108240168178474
"267.12020","267.12020",0.107624797191745
"702.27078","702.27078",0.107588862912093
"580.30525","580.30525",0.106727659988714
"165.07313","165.07313",0.106085298579123
"510.32083","510.32083",0.105732619729716
"252.95477","252.95477",0.105658887354193
"890.54481","890.54481",0.10563892400248
"230.15658","230.15658",0.105204159153942
"895.74899","895.74899",0.105058810048072
"182.05780","182.05780",0.105040393791975
"713.17939","713.17939",0.104572985386971
"238.99623","238.99623",0.104135790936833
"827.13855","827.13855",0.102581879815031
"347.26459","347.26459",0.102371011407283
"281.14260","281.14260",0.102365854800076
"231.09934","231.09934",0.102151580819069
"292.13940","292.13940",0.102039229883273
"607.07739","607.07739",0.101960024059868
"210.08615","210.08615",0.10181806213553
"355.08719","355.08719",0.101734847918761
"324.03124","324.03124",0.101674763810129
"457.23035","457.23035",0.101247088759363
"242.14819","242.14819",0.100963727304142
"281.18423","281.18423",0.100408655173175
"195.05412","195.05412",0.100046602402678
"181.12550","181.12550",0.0998612588376318
"568.98818","568.98818",0.0997731173229785
"442.18881","442.18881",0.099458449356751
"493.02888","493.02888",0.0989574535562125
"336.10056","336.10056",0.0984984970700784
"666.16163","666.16163",0.0977804937274745
"981.54583","981.54583",0.0975414719881811
"540.32488","540.32488",0.0974910677254301
"281.09727","281.09727",0.0973174861346055
"917.53257","917.53257",0.0972032729621694
"278.04222","278.04222",0.0969362168043433
"251.08500","251.08500",0.096798446185128
"361.99215","361.99215",0.0960746797054364
"728.45742","728.45742",0.0959786432280704
"101.07306","101.07306",0.0951368781312646
"179.01102","179.01102",0.0943513669427395
"240.06263","240.06263",0.0943456553606364
"348.09312","348.09312",0.0940717577569454
"301.09460","301.09460",0.093616590567836
"559.10076","559.10076",0.0933720047916287
"765.13053","765.13053",0.0932719511599009
"347.18968","347.18968",0.092794559885793
"623.37170","623.37170",0.0927732872153556
"1074.54343","1074.54343",0.0921947940978939
"289.13158","289.13158",0.09190620308252
"375.22561","375.22561",0.0917883712629821
"900.32036","900.32036",0.0915540106732291
"425.26412","425.26412",0.0912639729034743
"454.31266","454.31266",0.0911276077372329
"907.56862","907.56862",0.0910043011216403
"729.28037","729.28037",0.0909781656146009
"248.97708","248.97708",0.090976410545793
"287.06994","287.06994",0.0909347211308694
"226.99772","226.99772",0.0903952630914473
"405.19580","405.19580",0.0889870961533311
"797.54582","797.54582",0.0885296920939935
"273.09249","273.09249",0.08845394432124
"221.12306","221.12306",0.0881158509110964
"306.94190","306.94190",0.0867489599132893
"383.05906","383.05906",0.0867412901595477
"315.11423","315.11423",0.0864810380693431
"498.29123","498.29123",0.0863917034423325
"687.16280","687.16280",0.0858862001060954
"354.16326","354.16326",0.0853176403187349
"862.35809","862.35809",0.0851873835045384
"252.10605","252.10605",0.0847876894013419
"212.02654","212.02654",0.0847851012426436
"185.04663","185.04663",0.0847250816397922
"592.31436","592.31436",0.084522054553444
"429.24939","429.24939",0.0844356619568085
"283.02361","283.02361",0.0837924659744398
"467.30131","467.30131",0.0834987162773683
"299.13347","299.13347",0.0829994458181934
"719.48235","719.48235",0.0829706721583246
"194.08596","194.08596",0.0829478207644266
"127.07791","127.07791",0.0823317437632279
"229.15364","229.15364",0.0821328452427601
"685.54943","685.54943",0.0820667187142151
"782.51608","782.51608",0.0817372468736412
"151.11315","151.11315",0.0815985713095496
"926.60642","926.60642",0.0815180169745468
"161.99656","161.99656",0.0804262452386634
"313.18529","313.18529",0.0802354612434009
"407.21511","407.21511",0.0801358929014816
"274.10432","274.10432",0.0798074184289146
"367.24711","367.24711",0.0787875362407142
"309.13754","309.13754",0.0787238402698086
"665.50997","665.50997",0.0787152750661043
"927.62343","927.62343",0.0783893659045666
"716.52642","716.52642",0.0779256941981791
"202.01099","202.01099",0.0776736912560709
"395.28004","395.28004",0.0770124024326155
"1088.63955","1088.63955",0.0768412063552967
"453.23981","453.23981",0.076781406013028
"283.07075","283.07075",0.0766662005245986
"472.91008","472.91008",0.0761329212010694
"408.22321","408.22321",0.0755902087568147
"459.15528","459.15528",0.0753562215716708
"897.76881","897.76881",0.0749876267429459
"305.18356","305.18356",0.0749040811661192
"411.24127","411.24127",0.0743985548159743
"417.18307","417.18307",0.0740835829856073
"303.16339","303.16339",0.073835576692558
"369.22685","369.22685",0.0733322517781323
"396.99733","396.99733",0.0726975890958769
"163.11403","163.11403",0.0725411607436913
"423.19941","423.19941",0.0724626844550953
"937.26500","937.26500",0.0717940806920816
"285.07064","285.07064",0.0712105334922963
"316.19099","316.19099",0.0711087874537342
"878.55311","878.55311",0.0705368929070106
"382.10190","382.10190",0.0704390129353193
"187.07490","187.07490",0.0703832426553633
"131.08016","131.08016",0.070357773495831
"544.27174","544.27174",0.0700842668911055
"301.14139","301.14139",0.0697414784710878
"641.09783","641.09783",0.0695962841873375
"233.11950","233.11950",0.0691993349590431
"387.23940","387.23940",0.069066290257736
"243.17683","243.17683",0.0688431179674232
"958.60543","958.60543",0.0687333191305856
"344.14128","344.14128",0.0686761179285192
"352.21722","352.21722",0.068298419790745
"114.93623","114.93623",0.0679266173065994
"406.24548","406.24548",0.0674867165328397
"328.11595","328.11595",0.067003829019929
"849.49233","849.49233",0.0668911203800643
"179.10810","179.10810",0.0668298138339126
"327.14525","327.14525",0.0666958012171944
"212.09007","212.09007",0.0664874113454695
"287.22048","287.22048",0.0661184328072356
"512.33923","512.33923",0.0660258245110857
"251.99967","251.99967",0.0660088434423353
"633.38091","633.38091",0.0657795674875911
"343.23100","343.23100",0.0657000533908734
"892.58199","892.58199",0.0652389804872394
"331.07622","331.07622",0.0646851876443524
"952.58926","952.58926",0.0636151311928227
"166.04904","166.04904",0.0632622757098292
"711.48359","711.48359",0.0630003757898414
"808.52691","808.52691",0.0629123250608064
"663.11358","663.11358",0.0628710505539757
"517.31668","517.31668",0.0627172571821193
"928.58529","928.58529",0.0625176947825271
"178.01910","178.01910",0.0624844667644227
"406.01383","406.01383",0.0621568106032475
"159.06803","159.06803",0.0620536698579359
"255.16822","255.16822",0.0614483070046388
"656.58043","656.58043",0.060840897805875
"330.05162","330.05162",0.0602591153513516
"381.98863","381.98863",0.0601570160384963
"379.25272","379.25272",0.0601228771344079
"290.96666","290.96666",0.0599792409557233
"829.58228","829.58228",0.0593333811370014
"310.04458","310.04458",0.0592726119117189
"361.18574","361.18574",0.0591932343517816
"473.26329","473.26329",0.0588558107846631
"602.32754","602.32754",0.0587727553856246
"263.06374","263.06374",0.0584707315591274
"528.28041","528.28041",0.0584597662745811
"377.02824","377.02824",0.0583966116275193
"367.02604","367.02604",0.0583483350592576
"260.04112","260.04112",0.0580087213224639
"344.91448","344.91448",0.0577755956818351
"193.08481","193.08481",0.0574366642148094
"740.21859","740.21859",0.0574083942646423
"292.20395","292.20395",0.0572890786475901
"637.54256","637.54256",0.0568705496102757
"236.02695","236.02695",0.0564724690493004
"235.13719","235.13719",0.0563213164222886
"297.08925","297.08925",0.0561917886846743
"633.13028","633.13028",0.0561727454951696
"360.89333","360.89333",0.0561176955751944
"243.14223","243.14223",0.0559160834040743
"223.09979","223.09979",0.0556956700247842
"145.08923","145.08923",0.0553924718270423
"131.09087","131.09087",0.0553240092304445
"293.25125","293.25125",0.0549327820570817
"160.06407","160.06407",0.0539073113934128
"469.13786","469.13786",0.052261742967491
"726.28489","726.28489",0.0521135624689209
"389.02715","389.02715",0.0517438168054701
"207.01435","207.01435",0.0517081191847371
"748.25621","748.25621",0.0515208153786247
"599.45379","599.45379",0.0512246601289793
"805.58260","805.58260",0.0508469655359817
"331.16636","331.16636",0.0508406226439229
"449.03437","449.03437",0.05077684679138
"376.22254","376.22254",0.05071226201896
"639.55838","639.55838",0.0505722511286161
"268.10704","268.10704",0.0501416146721069
"159.03253","159.03253",0.0497893215846273
"688.41153","688.41153",0.0490784770966575
"395.23402","395.23402",0.0489923643057532
"163.03893","163.03893",0.0489609309263289
"80.02805","80.02805",0.0488849801751648
"369.02746","369.02746",0.0477991622547112
"799.54221","799.54221",0.0477754517423054
"364.07173","364.07173",0.0470407097920736
"815.21881","815.21881",0.0464676452183054
"199.00374","199.00374",0.0462103044329621
"195.14216","195.14216",0.0461384526611204
"428.04773","428.04773",0.0461075162306189
"809.52380","809.52380",0.045964535241736
"861.35608","861.35608",0.0457398287131095
"206.94932","206.94932",0.0456128479915707
"282.99082","282.99082",0.045489754301212
"382.98508","382.98508",0.0450392663883457
"445.05846","445.05846",0.0448034623076196
"447.23944","447.23944",0.0445500701902003
"124.99195","124.99195",0.0444219547066615
"225.05819","225.05819",0.0443300027796257
"331.19255","331.19255",0.0439509393906329
"229.10011","229.10011",0.0435317639959836
"215.09873","215.09873",0.0433736966921819
"317.17657","317.17657",0.0432461750166978
"387.19799","387.19799",0.0428960139598006
"259.13101","259.13101",0.0424195225322586
"730.15754","730.15754",0.0422137518802036
"724.10067","724.10067",0.0421083116182825
"335.18454","335.18454",0.0418150141908138
"673.48451","673.48451",0.040587522264222
"125.06273","125.06273",0.0402793264676214
"323.18460","323.18460",0.0402609752250494
"468.13408","468.13408",0.0394772116795106
"436.29651","436.29651",0.0393937730349319
"622.35960","622.35960",0.0384592219743406
"349.15669","349.15669",0.0383539218581959
"305.07641","305.07641",0.0382137422181463
"913.58458","913.58458",0.0381897475737163
"752.52937","752.52937",0.038055943664137
"109.06645","109.06645",0.0379720949581652
"397.10519","397.10519",0.0378655853320644
"201.08676","201.08676",0.0374162979639941
"502.22727","502.22727",0.0372456928008885
"433.28228","433.28228",0.0369996922954566
"375.02950","375.02950",0.036860626905833
"213.01781","213.01781",0.036036164647429
"333.17928","333.17928",0.0359122763984883
"147.03169","147.03169",0.0356368482104852
"513.34075","513.34075",0.0352759652588057
"381.10900","381.10900",0.0350774503342632
"359.99955","359.99955",0.0349626418760206
"198.07822","198.07822",0.0344757982941045
"387.15433","387.15433",0.0343663198109402
"523.30152","523.30152",0.0338018659115474
"368.22659","368.22659",0.0337538393437544
"628.20172","628.20172",0.0331973905282273
"629.20320","629.20320",0.0330585180548475
"863.53334","863.53334",0.0330547095413813
"224.03126","224.03126",0.0329588907457353
"137.09814","137.09814",0.0325775759931379
"390.91768","390.91768",0.0323737219150808
"172.00573","172.00573",0.0322950915945167
"892.47366","892.47366",0.0316762241088533
"230.06520","230.06520",0.0312943599307216
"429.19940","429.19940",0.0310446145325088
"308.19192","308.19192",0.0310046212247163
"668.15894","668.15894",0.0307833878277238
"339.06192","339.06192",0.0300340225170744
"542.33036","542.33036",0.0299149785827309
"1149.50041","1149.50041",0.0290042345766967
"725.49361","725.49361",0.0289295597168781
"236.08013","236.08013",0.0289201923638925
"672.49974","672.49974",0.0285523577279715
"403.23092","403.23092",0.0285278909621942
"362.24006","362.24006",0.0284326600288941
"213.05173","213.05173",0.0283059987097606
"718.47400","718.47400",0.0278624055079018
"669.50211","669.50211",0.0276903342715486
"492.29703","492.29703",0.027522800065917
"447.19805","447.19805",0.0264054010830395
"380.06097","380.06097",0.02632145467292
"445.24452","445.24452",0.0260221805846619
"227.06753","227.06753",0.0259162129469935
"330.17934","330.17934",0.0254448335999406
"219.13852","219.13852",0.025433172647682
"310.15448","310.15448",0.025293842558426
"247.13895","247.13895",0.0249886287640428
"205.19811","205.19811",0.0246240835551641
"234.06663","234.06663",0.0238770914496217
"320.08092","320.08092",0.0234357055566307
"249.15245","249.15245",0.0233513974605201
"729.17032","729.17032",0.0228298990188187
"495.31284","495.31284",0.0223494596463502
"203.18375","203.18375",0.0218075295742434
"635.37672","635.37672",0.0217178942310267
"457.28673","457.28673",0.0216242524889722
"399.19367","399.19367",0.021206369180812
"384.02497","384.02497",0.0207931697830224
"337.08568","337.08568",0.0203079132421097
"485.23267","485.23267",0.0201814972310659
"803.54906","803.54906",0.01983240689303
"719.24053","719.24053",0.0196801536600925
"455.24166","455.24166",0.0195286589280509
"273.22751","273.22751",0.0194434795006734
"160.01034","160.01034",0.0191328692087008
"636.53303","636.53303",0.0186359789366898
"503.24128","503.24128",0.0181267747731544
"311.11372","311.11372",0.0173103332782712
"498.05432","498.05432",0.017096298157086
"931.55973","931.55973",0.0169548182968138
"154.01558","154.01558",0.0168415185486399
"471.23987","471.23987",0.0166301160130206
"654.25875","654.25875",0.0165320670050285
"259.03503","259.03503",0.0165282549777591
"583.48622","583.48622",0.0161455850739453
"827.54217","827.54217",0.0157321215707123
"360.23212","360.23212",0.0152301943474428
"301.05539","301.05539",0.0151572349789233
"213.15315","213.15315",0.0148392959242158
"589.32937","589.32937",0.014737794493738
"798.54245","798.54245",0.0143309332258665
"422.23555","422.23555",0.0139965411796434
"257.18026","257.18026",0.0134999541527246
"399.26599","399.26599",0.0132516602862963
"397.18041","397.18041",0.0127281468188558
"479.08812","479.08812",0.0127157345409049
"839.52911","839.52911",0.012693206423249
"180.04065","180.04065",0.0125977869861759
"830.59880","830.59880",0.012363579190077
"239.16754","239.16754",0.0107155508810048
"1112.53073","1112.53073",0.0106368500131543
"512.08850","512.08850",0.00970001954342246
"170.04493","170.04493",0.0095667041843364
"315.19759","315.19759",0.00950268749043096
"229.19404","229.19404",0.00933198559575146
"315.07809","315.07809",0.00881390306961534
"921.76659","921.76659",0.0071896770036866
"708.14881","708.14881",0.00713500101915102
"171.06670","171.06670",0.00703879263215228
"674.40205","674.40205",0.00687216230730189
"504.32039","504.32039",0.0067109221579345
"193.98523","193.98523",0.00647889951445745
"146.00119","146.00119",0.00639218988438854
"922.60916","922.60916",0.0062891700629114
"125.02454","125.02454",0.00603524093328552
"401.15875","401.15875",0.00601701790808094
"529.30722","529.30722",0.0055465193000034
"412.97040","412.97040",0.00526748166012853
"176.93848","176.93848",0.00521585630331749
"375.15770","375.15770",0.00435206424281326
"804.53665","804.53665",0.00417605846707433
"139.07679","139.07679",0.00400807396913915
"899.31531","899.31531",0.00356297218578373
"382.24432","382.24432",0.00335137324114355
"886.55797","886.55797",0.00313612830157039
"329.17217","329.17217",0.00290309527149841
"167.11065","167.11065",0.0017529255459821
"765.37779","765.37779",0.00136978730174529
"1021.48436","1021.48436",0.00122353971826406
"133.03365","133.03365",0.00111840885605823
