"","mz","VIP"
"227.13139","227.13139",0.361702884183765
"212.98268","212.98268",0.359646478670216
"972.61592","972.61592",0.359477606207623
"753.53070","753.53070",0.358258836699233
"198.12460","198.12460",0.356704073800378
"682.26106","682.26106",0.356452725950659
"342.21560","342.21560",0.353632631409248
"228.96577","228.96577",0.352192592435455
"460.29913","460.29913",0.351144112621756
"354.92963","354.92963",0.349292067675485
"191.10910","191.10910",0.348745922550701
"360.13188","360.13188",0.346574759549647
"285.95217","285.95217",0.346526023923178
"144.06447","144.06447",0.346385194272944
"99.00965","99.00965",0.344102174510253
"237.11302","237.11302",0.343787077092854
"727.51047","727.51047",0.342329627140057
"919.74551","919.74551",0.341852911950612
"745.50641","745.50641",0.341667463381388
"571.30453","571.30453",0.341664266475333
"241.18440","241.18440",0.340113517692731
"288.12116","288.12116",0.339371719270077
"959.49265","959.49265",0.337824018840572
"548.32242","548.32242",0.337558756527463
"924.60310","924.60310",0.337267251300294
"687.06704","687.06704",0.334529297836004
"655.50290","655.50290",0.334252616409655
"487.18398","487.18398",0.333987779376232
"895.59559","895.59559",0.333723466736651
"872.57816","872.57816",0.331748311971398
"384.22113","384.22113",0.330794860728015
"350.11034","350.11034",0.330348208836511
"348.15730","348.15730",0.329823573923416
"655.21643","655.21643",0.329588632403663
"361.24541","361.24541",0.328864873358458
"897.61952","897.61952",0.327776906704661
"635.53039","635.53039",0.325483468729652
"405.24699","405.24699",0.323224035614591
"349.24412","349.24412",0.322739361237392
"775.53683","775.53683",0.322100573147884
"717.24050","717.24050",0.320331852178708
"855.60261","855.60261",0.320061938464626
"547.31584","547.31584",0.319253551511078
"595.22594","595.22594",0.319062901882308
"111.01014","111.01014",0.318433495330965
"495.05319","495.05319",0.31788670977198
"139.00271","139.00271",0.316924601641249
"681.51658","681.51658",0.316744129846942
"651.12186","651.12186",0.316102891075878
"465.30280","465.30280",0.315653808405609
"295.08009","295.08009",0.314585319720315
"339.19892","339.19892",0.314363937249156
"403.17632","403.17632",0.31377625095728
"159.04885","159.04885",0.313326961506159
"261.03505","261.03505",0.313243851895205
"407.25830","407.25830",0.313114775121711
"826.56930","826.56930",0.312909172499433
"707.53461","707.53461",0.312453798590497
"497.26970","497.26970",0.311759690518744
"241.10896","241.10896",0.311002568050135
"933.61578","933.61578",0.310858452463581
"189.08779","189.08779",0.309533218234019
"675.22844","675.22844",0.307313070447543
"145.10226","145.10226",0.30708409392007
"346.13139","346.13139",0.305002376035623
"317.25012","317.25012",0.304631337557639
"480.30899","480.30899",0.302740294722626
"347.22940","347.22940",0.302148835437973
"289.18120","289.18120",0.301673803995312
"681.28212","681.28212",0.298406806806906
"377.22660","377.22660",0.297198164416815
"245.07388","245.07388",0.296920777147934
"613.08241","613.08241",0.296859320967616
"283.19237","283.19237",0.294844934652866
"139.98342","139.98342",0.294658125030745
"615.22613","615.22613",0.292141411130505
"145.04005","145.04005",0.29117174131369
"213.11439","213.11439",0.287622839502563
"499.29929","499.29929",0.287088996816194
"144.00321","144.00321",0.286842371390962
"219.07644","219.07644",0.286761278976967
"441.26616","441.26616",0.284403201880617
"443.28909","443.28909",0.28283623524474
"697.49358","697.49358",0.282031949688804
"414.24207","414.24207",0.282016137273303
"374.93171","374.93171",0.281602613460037
"680.50607","680.50607",0.281478334350497
"199.93996","199.93996",0.281414185241003
"283.10835","283.10835",0.280414233939012
"925.54071","925.54071",0.280302772088651
"335.05975","335.05975",0.280298096978142
"491.29265","491.29265",0.279537478179571
"217.08498","217.08498",0.278761305264977
"691.20790","691.20790",0.278239993165036
"861.54006","861.54006",0.27799291487906
"919.58212","919.58212",0.277931092553787
"673.09667","673.09667",0.277705895377661
"160.96150","160.96150",0.277598362876006
"661.53163","661.53163",0.27627080252795
"297.05406","297.05406",0.276197789725596
"387.28203","387.28203",0.275858524508836
