"","p1","o1","mz"
"287.22048",0.00201101077362632,0.0089047741273716,"287.22048"
"287.98689",-0.00751418812563662,-0.000304165397980442,"287.98689"
"288.12116",0.0103220865156611,0.00415767580118471,"288.12116"
"289.03939",-0.00646383886984421,0.000756141502406381,"289.03939"
"289.07380",-0.00381832042545877,0.00299349749481519,"289.07380"
"289.13158",0.00279535307651469,0.00654778934770919,"289.13158"
"289.18120",0.00917549379496207,0.00755984829010548,"289.18120"
"289.22095",-0.00518237705318626,0.0048577870154411,"289.22095"
"290.08485",-0.00354155990418807,0.00172253227223381,"290.08485"
"290.96666",0.00182428552273079,-0.000639788004706035,"290.96666"
"291.10087",-0.00589380778637146,-0.000588672764786884,"291.10087"
"291.23695",0.00613488502049304,0.00923130693567119,"291.23695"
"292.07548",-0.0155507235936457,0.00245888818009383,"292.07548"
"292.13940",-0.00310355194331434,0.00144477570586908,"292.13940"
"292.17043",0.0122006872066425,0.00186656690579899,"292.17043"
"292.20395",-0.00174246347773115,0.00557892342179925,"292.20395"
"293.06571",0.00492528407028108,-0.00263750302973456,"293.06571"
"293.14029",0.00347614492059466,0.00340994595085282,"293.14029"
"293.25125",-0.0016707960526549,0.011665145948461,"293.25125"
"294.06970",-0.011775952772039,-0.00227209861424765,"294.06970"
"295.08009",-0.00956820118569117,0.00179485751141881,"295.08009"
"295.23102",0.153105811887865,0.143195213271471,"295.23102"
"295.26839",0.00366509795016573,0.0164943008283712,"295.26839"
"297.05406",0.00840063363887181,0.000931503683428707,"297.05406"
"297.08925",-0.00170908909416629,0.000601773805698399,"297.08925"
"297.21672",0.00420170349468189,0.0168882268227713,"297.21672"
"297.24896",0.120798523604337,0.155588222850939,"297.24896"
"298.11782",-0.00741003988007798,0.00181045556418909,"298.11782"
"298.99916",-0.00608255475631327,0.00162001838657938,"298.99916"
"299.09585",-0.00477621138089756,-1.32408071557388e-05,"299.09585"
"299.13347",0.00252445154336953,0.000330631044596601,"299.13347"
"299.20268",-0.00570741523974361,0.00855069878029839,"299.20268"
"300.04614",-0.00332096714578352,-0.00108786877045112,"300.04614"
"301.05539",-0.00046101157493958,0.000566357746067943,"301.05539"
"301.09460",-0.00284737499406489,0.00155158470948772,"301.09460"
"301.14139",-0.00212120672888419,-0.00021114085651939,"301.14139"
"302.06909",-0.0872971415103,-0.0074101303139499,"302.06909"
"302.10738",0.00352086365492617,0.00131182186718631,"302.10738"
"303.04699",-0.0221879342305021,0.00283663430957,"303.04699"
"303.16339",0.00224572988047891,0.00772690551305989,"303.16339"
"304.06572",-0.0210753511035732,-0.00267257780713352,"304.06572"
"304.90247",-0.00701823164881515,-0.00108725120028407,"304.90247"
"305.07641",-0.00116228174260146,-0.000116033449988968,"305.07641"
"305.18356",0.00227822874526998,0.00239914833985648,"305.18356"
"305.25031",-0.00594750067296413,0.128054985367742,"305.25031"
"306.07851",-0.0951925525409603,0.0406578272079357,"306.07851"
"306.18350",0.0218280743951834,0.000416528181699705,"306.18350"
"306.94190",-0.00263849407161706,0.0026116642902634,"306.94190"
"307.11949",-0.0125117571791818,0.00161628373639988,"307.11949"
"307.16008",-0.00741587368416431,0.000779458922558832,"307.16008"
"307.19218",0.0180518403424595,0.00828103988163927,"307.19218"
"307.26606",-0.00347503981432787,0.0808925706855364,"307.26606"
"308.19192",0.000943014295225166,0.00268888497365173,"308.19192"
"309.08585",0.00581889618792726,0.000594234141651664,"309.08585"
"309.13754",0.00239440779525702,0.0027470298309836,"309.13754"
"309.17739",0.00385760698805282,0.00270044384387389,"309.17739"
"309.21355",0.0238506078009989,0.0196563574321313,"309.21355"
"309.28412",0.0251952261284059,0.0547378495130177,"309.28412"
"310.04458",0.0018027932011479,0.0054594801356373,"310.04458"
"310.11460",-0.00513081300287361,-0.00231439652889212,"310.11460"
"310.15448",0.000769319352134374,0.0012837761310428,"310.15448"
"310.21628",0.0179306350041493,0.0100362094891638,"310.21628"
"311.11372",-0.000526498666705483,0.00141722957237,"311.11372"
"311.22842",0.0889086221610042,0.0709860544883689,"311.22842"
"312.09080",-0.0112557476478256,-0.000853238743718451,"312.09080"
