"","PC1","PC2","var"
"189.16521",0.013511592925571,0.0154988588293578,"189.16521"
"190.97001",0.00685059958973305,-0.0138079982773689,"190.97001"
"191.02320",0.00223219174883856,-0.0468630284045897,"191.02320"
"191.10910",0.00881380393487514,0.00815675194268966,"191.10910"
"191.18214",0.0351112302070495,-0.0062200155375035,"191.18214"
"192.99510",0.00205899016890324,-0.0134969334983108,"192.99510"
"193.03335",0.00426964635470061,-0.0248616030673746,"193.03335"
"193.08481",0.0163096437775442,-0.00244005039207347,"193.08481"
"193.98523",0.0161994787381164,-0.0046684094601683,"193.98523"
"194.08596",0.0103917594771319,-0.00324829382316909,"194.08596"
"194.94913",0.0175260111084805,-0.0224318288036084,"194.94913"
"195.05412",0.0378039221427864,-0.164901278574375,"195.05412"
"195.10337",0.017671652384646,0.00311417791074026,"195.10337"
"195.14216",0.0336561312699651,-0.00971591524168379,"195.14216"
"196.98675",0.00837525300832249,-0.0224290464860842,"196.98675"
"197.08399",0.0068041966017195,-0.00959100128131752,"197.08399"
"197.12092",0.0526943362797659,0.0144898184016396,"197.12092"
"198.07822",0.0187695113535386,-0.0193019898672827,"198.07822"
"198.12460",0.0374753336593248,0.0184828932291408,"198.12460"
"199.00374",0.0067428173404035,-0.0398128444740605,"199.00374"
"199.10091",0.032934098026791,0.0175124684420097,"199.10091"
"199.13653",0.0404834814543585,0.0295575069387725,"199.13653"
"199.93996",0.0110791040065708,-0.0213208082002948,"199.93996"
"200.01496",0.0178854356075968,-0.0195699427853261,"200.01496"
"200.05869",0.0195287849493688,-0.0316216502270687,"200.05869"
"200.13781",0.0151805177847337,0.0160306271871283,"200.13781"
"201.03967",0.00776069258328268,-0.0256714574404261,"201.03967"
"201.08676",0.00919563799458814,-0.0127928399821757,"201.08676"
"201.11561",0.0136444526239623,-0.0127709612040308,"201.11561"
"202.01099",0.00604584390412136,-0.00717439125234744,"202.01099"
"202.11139",0.0199089385468085,-0.0263638936630499,"202.11139"
"203.02464",0.0101891069001402,-0.0292230110523237,"203.02464"
"203.07957",0.01315905134335,-0.0241357310848806,"203.07957"
"203.09934",0.0160863612041843,-0.00897387980548769,"203.09934"
"203.18375",0.016451805920581,0.0132881719193388,"203.18375"
"205.01998",0.00515499033124491,-0.0264805523526303,"205.01998"
"205.05342",0.0118712175548827,-0.0250347950904206,"205.05342"
"205.16185",0.00211112891299332,-0.0155288512631541,"205.16185"
"205.19811",0.0358243675402983,0.0180295183662747,"205.19811"
"206.94932",0.0179665658393374,-0.0074691823352118,"206.94932"
"207.01435",-0.00240784088052605,-0.0151657192582667,"207.01435"
"208.00133",0.0160855986033376,-0.0109455299691821,"208.00133"
"208.07453",-0.000865806929268576,-0.0101573256660315,"208.07453"
"208.98384",0.00679750808735667,-0.0357494473009002,"208.98384"
"209.06805",0.0197063507439211,-0.0293869261907158,"209.06805"
"209.12245",0.0386423085420096,0.0104965418448063,"209.12245"
"210.05239",0.01183813848608,-0.00609062057896852,"210.05239"
"210.08615",0.0287894866563294,-0.0259167814961799,"210.08615"
"211.00094",0.0124100494400176,-0.0506018770404967,"211.00094"
"211.08403",0.0236265567213123,-0.0268890616321766,"211.08403"
"211.17281",-0.001683928941487,-0.00639160725439753,"211.17281"
"212.02654",0.0112431154668079,-0.01313225401773,"212.02654"
"212.09007",-0.00240576358508319,-0.0111715948422829,"212.09007"
"212.93761",0.00706334016276698,-0.00833694733119683,"212.93761"
"212.98268",0.00533036123868411,-0.0207100915419645,"212.98268"
"213.01781",0.012322930210206,-0.0103129829039311,"213.01781"
"213.05173",0.0112292036963413,-0.00249590152692579,"213.05173"
"213.11439",0.03093592737609,-0.00466892113370463,"213.11439"
"213.15315",0.0147478737086906,-0.0121061290998088,"213.15315"
"214.05205",0.0331983371511147,-0.125441258061533,"214.05205"
"215.09873",0.00860267266103616,-0.00708563274925002,"215.09873"
"215.13279",0.0335774080882064,-0.000436883347643055,"215.13279"
"216.93054",0.0262390502595845,-0.0251955211894822,"216.93054"
"217.08498",0.0111760468375987,-0.0492450692152662,"217.08498"
"217.11947",0.0258800662385846,-0.00992383783666437,"217.11947"
"217.14460",-0.000694465912805466,-0.0176151588399529,"217.14460"
"218.10617",0.0290538370070613,-0.0309701594639938,"218.10617"
"218.99676",0.0148950202565512,-0.0305439101412329,"218.99676"
"219.03732",0.0183148679579253,-0.0261428698184548,"219.03732"
"219.07644",0.0105751072814161,-0.00540180392288718,"219.07644"
"219.13852",0.0110216965242709,0.0120478890815786,"219.13852"
"220.99510",0.013279781888122,-0.0210505918162956,"220.99510"
"221.08487",0.0293303653970416,-0.00682043420116831,"221.08487"
"221.12306",0.0369572556087618,0.0137897888908835,"221.12306"
"221.15622",0.0189843638944447,-0.0105321147531919,"221.15622"
"223.09979",0.0119067174155255,-0.00475224815505038,"223.09979"
"223.13642",0.0328487146542501,0.0178574284762282,"223.13642"
"223.17381",0.0245684077167066,-0.0103605802685247,"223.17381"
"223.97658",0.00876034827275148,-0.0158348710626514,"223.97658"
"224.03126",0.00327677215348226,-0.00504240777043885,"224.03126"
"224.07388",-0.00289413771864902,-0.0145175368864632,"224.07388"
"224.96033",0.01852459552267,-0.0372038803609443,"224.96033"
"225.05819",0.0117751376080355,-0.0169401193445455,"225.05819"
"225.15257",0.0164686446338171,-0.0163481677579873,"225.15257"
"225.98849",0.0163108574335312,-0.0114569166707369,"225.98849"
"226.99772",0.00116385926716792,-0.0365612566612561,"226.99772"
"227.06753",0.00795163286249407,-0.0173139048156665,"227.06753"
"227.10151",0.00715880430510665,-0.007756379583907,"227.10151"
"227.13139",0.0230201783574819,0.00588204768845099,"227.13139"
"227.16572",0.0215716000879806,0.00737400589592615,"227.16572"
"227.20451",0.0457666127524852,-0.0180615954159859,"227.20451"
"227.99952",0.00741245003625997,-0.0265638918679917,"227.99952"
"228.06120",0.0061904212653044,-0.019560076441261,"228.06120"
"228.90860",0.0108134260662838,-0.0275401913849526,"228.90860"
"228.96577",0.00312825445282118,-0.000263365907807136,"228.96577"
"229.01350",0.0164079147743994,-0.0560072838482071,"229.01350"
"229.10011",0.002918072695764,-0.00535403426191253,"229.10011"
"229.15364",0.00664778018043128,-0.0208881427241437,"229.15364"
"229.19404",0.0398660213796011,0.0200617529851766,"229.19404"
"230.06520",0.0200793750714103,-0.0148082331476019,"230.06520"
"230.15658",0.00809723180573937,-0.00311927651262835,"230.15658"
"231.05685",0.00522299285047447,-0.00697667015917065,"231.05685"
"231.09934",0.00386106604976267,-0.017287301001977,"231.09934"
"232.90499",0.0160330873023297,-0.0729582543944474,"232.90499"
"232.98471",0.0149545512120222,-0.00893633664969003,"232.98471"
"233.11950",0.0117646035035317,0.0111794285222656,"233.11950"
